"GEO_ID","NAME","C03002_001E","C03002_001M","C03002_002E","C03002_002M","C03002_003E","C03002_003M","C03002_004E","C03002_004M","C03002_005E","C03002_005M","C03002_006E","C03002_006M","C03002_007E","C03002_007M","C03002_008E","C03002_008M","C03002_009E","C03002_009M","C03002_010E","C03002_010M","C03002_011E","C03002_011M","C03002_012E","C03002_012M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino"
"1600000US3728080","Greenville city, North Carolina","93136","25","88533","1763","47974","2787","34995","2961","272","244","2810","752","0","210","50","89","2432","1044","0","210","2432","1044","4603","1765"
"1600000US2360545","Portland city, Maine","66420","19","65290","635","57214","2408","5052","2195","27","62","1310","790","68","115","97","115","1522","680","117","193","1405","659","1130","633"
"1600000US2740166","Maple Grove city, Minnesota","71812","30","69289","1217","58364","4275","4019","3056","419","555","4160","2284","0","147","656","933","1671","1282","0","147","1671","1282","2523","1215"
"1600000US1851876","Muncie city, Indiana","70178","1954","67797","1991","57155","1985","7677","812","78","99","1330","517","0","198","0","198","1557","752","0","198","1557","752","2381","597"
"1600000US0980000","Waterbury city, Connecticut","108086","42","69804","4414","43542","3854","20119","3510","0","207","2222","1166","0","207","590","530","3331","1307","421","320","2910","1227","38282","4416"
"1600000US4875428","Victoria city, Texas","67020","27","30448","1538","22968","1611","5079","504","41","68","1285","159","0","228","106","180","969","548","0","228","969","548","36572","1539"
"1600000US0681554","Vacaville city, California","100147","36","79684","3497","50933","3499","11039","2095","542","460","6726","1713","3192","1535","420","648","6832","1982","462","696","6370","2043","20463","3501"
"1600000US2829700","Gulfport city, Mississippi","71865","29","68360","1620","34885","3311","29951","3403","147","189","1259","609","0","218","0","218","2118","1162","0","218","2118","1162","3505","1619"
"1600000US1239550","Lauderhill city, Florida","72081","53","66557","2987","6085","1534","57716","3720","182","261","800","507","0","229","616","679","1158","802","0","229","1158","802","5524","2987"
"1600000US0633182","Hemet city, California","85291","67","46934","5141","37012","4504","4921","2372","347","270","2935","2189","0","211","0","211","1719","732","20","33","1699","732","38357","5143"
"1600000US0619766","Downey city, California","112262","38","33025","5320","19298","3426","4636","2330","130","192","7472","2499","51","76","50","82","1388","635","0","211","1388","635","79237","5325"
"1600000US0669196","Santa Maria city, California","107424","64","21271","2836","14505","2445","1468","1030","0","211","3846","1125","0","211","0","211","1452","749","0","211","1452","749","86153","2837"
"1600000US0604982","Bellflower city, California","77132","30","34616","4307","10823","2469","9685","2727","152","195","9617","2826","1200","1248","1316","1495","1823","979","212","281","1611","941","42516","4304"
"1600000US2941348","Lee's Summit city, Missouri","98919","870","93724","2102","81385","2934","5657","2365","47","81","2452","986","0","190","318","496","3865","1479","193","319","3672","1452","5195","1770"
"1600000US0103076","Auburn city, Alabama","65737","21","63656","758","47005","2719","9709","2679","0","201","5671","1267","0","201","0","201","1271","798","0","201","1271","798","2081","757"
"1600000US1656260","Nampa city, Idaho","96245","31","74397","4595","69411","4541","396","385","270","265","1387","797","408","621","0","204","2525","1007","0","204","2525","1007","21848","4593"
"1600000US2038900","Lawrence city, Kansas","97293","31","89954","262","72297","722","4814","1007","2778","680","6631","422","0","177","208","236","3226","1072","0","177","3226","1072","7339","264"
"1600000US4845744","McKinney city, Texas","191666","86","158297","5123","116809","5744","22253","4577","448","412","13207","3390","0","228","255","253","5325","1876","0","228","5325","1876","33369","5121"
"1600000US3456550","Passaic city, New Jersey","69945","31","15487","2657","8053","1721","4175","1578","104","163","1788","1237","0","210","708","1025","659","419","19","32","640","417","54458","2662"
"1600000US3650617","New Rochelle city, New York","78747","37","53262","4839","32499","3897","14467","3550","0","201","5434","2069","0","201","172","208","690","482","0","201","690","482","25485","4842"
"1600000US4970850","South Jordan city, Utah","74155","34","68084","4050","61799","4143","807","659","0","193","2924","1645","30","52","0","193","2524","1494","54","89","2470","1483","6071","4053"
"1600000US4813552","Cedar Park city, Texas","75553","1335","58551","4692","47023","4268","2481","1476","134","197","6512","1702","0","228","31","51","2370","1268","157","257","2213","1203","17002","4245"
"1600000US5566000","Racine city, Wisconsin","77434","26","60471","2279","39115","2778","18177","2064","169","232","897","652","71","115","407","373","1635","912","153","246","1482","885","16963","2274"
"1600000US4816432","Conroe city, Texas","87656","30","58422","4552","45905","4393","6328","2648","124","227","4572","2112","0","228","101","175","1392","936","0","228","1392","936","29234","4550"
"1600000US1257900","Poinciana CDP, Florida","71331","10308","25902","8031","10828","3763","12805","6351","0","229","418","378","0","229","719","1164","1132","877","0","229","1132","877","45429","9750"
"1600000US1342425","Johns Creek city, Georgia","84292","67","78828","2130","40872","4869","11022","5071","1077","877","23100","3860","0","226","1482","2210","1275","838","0","226","1275","838","5464","2136"
"1600000US0646842","Menifee city, California","92602","45","56293","5563","44853","4874","5099","1831","803","577","2086","1123","178","254","175","220","3099","1337","48","80","3051","1339","36309","5567"
"1600000US0622230","El Monte city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3128000","Lincoln city, Nebraska","287399","24","265060","342","227215","615","12203","1369","1244","540","12494","1284","123","151","288","332","11493","2044","174","218","11319","2014","22339","341"
"1600000US5353545","Pasco city, Washington","71727","4396","31128","2373","26003","2331","1044","462","0","204","2415","1010","0","204","105","172","1561","871","0","204","1561","871","40599","3800"
"1600000US1276582","Weston city, Florida","71224","57","31700","4939","23915","3962","1774","2099","0","229","3479","1964","0","229","477","468","2055","1513","0","229","2055","1513","39524","4941"
"1600000US0611194","Carlsbad city, California","115897","79","100146","4562","84796","5342","2403","2193","100","158","9680","2878","0","211","0","211","3167","1473","0","211","3167","1473","15751","4570"
"1600000US4858016","Plano city, Texas","287765","1434","245086","6024","148106","6848","21736","4344","1339","813","66622","6019","50","86","382","418","6851","1739","1001","840","5850","1583","42679","5913"
"1600000US2419125","Columbia CDP, Maryland","106772","5887","96334","5559","50864","3642","27672","3899","187","285","13003","2495","0","206","823","1174","3785","1424","324","385","3461","1319","10438","2974"
"1600000US1718823","Decatur city, Illinois","71860","2567","69822","2535","49113","2612","17260","1248","88","93","484","352","0","190","165","295","2712","1093","0","190","2712","1093","2038","390"
"1600000US3734200","Jacksonville city, North Carolina","72895","25","60280","2485","40006","3317","13374","3451","283","288","2088","720","0","210","31","66","4498","1682","0","210","4498","1682","12615","2480"
"1600000US2743000","Minneapolis city, Minnesota","425395","49","384483","4321","252327","6524","81930","5972","6104","1645","26768","4556","0","147","1815","1030","15539","2318","396","263","15143","2331","40912","4317"
"1600000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee","665498","4419","594339","4434","367572","3101","181382","5404","686","398","23845","2038","852","1053","4438","4707","15564","2579","1583","945","13981","2442","71159","754"
"1600000US5367167","Spokane Valley city, Washington","99703","26","93583","2161","82927","3159","2112","1193","1801","1095","1431","886","157","188","0","204","5155","1990","0","204","5155","1990","6120","2157"
"1600000US2523000","Fall River city, Massachusetts","89662","26","82145","2770","71206","3250","5244","2612","59","99","2243","1350","0","211","750","658","2643","860","243","288","2400","796","7517","2772"
"1600000US3502000","Albuquerque city, New Mexico","560234","60","283457","4390","215345","4588","15454","1961","22597","2551","17026","1299","65","128","855","516","12115","2330","1268","779","10847","2080","276777","4385"
"1600000US1372122","South Fulton city, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0660018","Redondo Beach city, California","67396","56","54701","3145","37265","3636","3659","2183","268","390","9008","2500","89","146","845","741","3567","1229","204","334","3363","1161","12695","3144"
"1600000US4164900","Salem city, Oregon","173420","74","135326","4571","116798","5439","2476","1175","2486","1060","5088","1597","1719","1634","0","207","6759","1952","1211","1297","5548","1663","38094","4573"
"1600000US4516000","Columbia city, South Carolina","133610","626","127055","1392","64156","3866","54778","4079","295","203","2941","1061","294","435","131","143","4460","1132","28","45","4432","1148","6555","1356"
"1600000US0683346","Walnut Creek city, California","69814","49","63375","2628","47072","3114","1428","762","31","62","11024","2234","153","266","0","211","3667","1357","0","211","3667","1357","6439","2625"
"1600000US1759000","Peoria city, Illinois","115720","2887","108827","3001","66245","3146","29852","2306","511","174","6958","797","0","190","30","51","5231","2175","113","139","5118","2177","6893","925"
"1600000US2239475","Kenner city, Louisiana","66656","33","50265","3824","32545","3727","13454","2714","350","436","2599","1731","0","217","99","156","1218","735","59","106","1159","722","16391","3826"
"1600000US1805860","Bloomington city, Indiana","86522","2736","83164","2566","67507","2853","3305","889","312","482","9464","1076","0","198","0","198","2576","896","0","198","2576","896","3358","676"
"1600000US4845000","Lubbock city, Texas","255885","31","164321","3012","133151","2931","18287","1785","992","365","7014","761","531","663","0","228","4346","1485","350","526","3996","1355","91564","3016"
"1600000US2954074","O'Fallon city, Missouri","88464","45","85388","1535","74510","2824","3956","1680","171","202","4445","1635","0","190","353","578","1953","1506","0","190","1953","1506","3076","1529"
"1600000US3722920","Fayetteville city, North Carolina","209465","37","183991","2125","75814","3739","88646","3448","2340","780","6764","1153","859","229","636","433","8932","1650","0","210","8932","1650","25474","2127"
"1600000US4817000","Corpus Christi city, Texas","326566","44","117613","2475","93034","2497","12890","985","853","498","7628","527","359","486","661","452","2188","782","0","228","2188","782","208953","2475"
"1600000US0600562","Alameda city, California","78322","62","68220","2399","33623","3200","5863","2461","97","100","21760","2801","421","462","538","379","5918","2777","102","168","5816","2788","10102","2396"
"1600000US1369000","Savannah city, Georgia","145852","46","136720","2110","54231","4375","72851","4679","355","272","3997","1747","742","976","814","990","3730","1444","32","63","3698","1453","9132","2119"
"1600000US2935000","Independence city, Missouri","116939","60","110105","2153","91990","3949","10997","3311","316","269","990","518","2055","640","645","786","3112","1288","0","190","3112","1288","6834","2153"
"1600000US4943660","Layton city, Utah","77306","28","68909","2082","62045","2845","2026","894","103","170","1669","864","333","326","0","193","2733","1243","145","187","2588","1238","8397","2082"
"1600000US1983910","West Des Moines city, Iowa","67127","3195","62096","3266","52059","3947","4691","2656","127","172","3548","1649","262","407","0","163","1409","977","0","163","1409","977","5031","1758"
"1600000US4041850","Lawton city, Oklahoma","92860","22","79153","910","47027","1408","15733","1981","2839","786","1919","308","913","977","0","161","10722","1978","45","80","10677","1980","13707","913"
"1600000US0613392","Chula Vista city, California","271653","36","105229","8495","44253","5647","8181","3103","201","187","44338","7459","721","705","0","211","7535","2458","505","778","7030","2316","166424","8500"
"1600000US1258050","Pompano Beach city, Florida","111930","83","90040","3963","45132","4620","40454","5303","163","254","1511","853","36","72","600","489","2144","1205","157","193","1987","1125","21890","3969"
"1600000US0640130","Lancaster city, California","159038","56","89615","6024","46221","5682","31272","4085","1014","1199","6275","2155","162","133","327","315","4344","1164","111","103","4233","1169","69423","6031"
"1600000US0642202","Lodi city, California","66995","35","40580","3480","28630","2797","871","762","172","168","9012","3045","882","941","0","211","1013","535","0","211","1013","535","26415","3476"
"1600000US3725580","Gastonia city, North Carolina","77021","31","70682","1815","43408","2456","23211","2589","95","153","1059","565","95","145","56","96","2758","1534","26","43","2732","1521","6339","1817"
"1600000US4852356","North Richland Hills city, Texas","70839","33","58318","3294","46390","3517","3176","1692","118","145","3520","2389","0","228","0","228","5114","2137","0","228","5114","2137","12521","3290"
"1600000US1243975","Melbourne city, Florida","82823","31","71315","2908","54015","3372","9796","3035","0","229","2875","1404","477","299","549","486","3603","1691","427","654","3176","1621","11508","2917"
"1600000US3611000","Buffalo city, New York","256322","72","223263","2760","108928","4192","88023","3914","683","323","16659","2490","22","43","371","335","8577","2316","606","622","7971","2223","33059","2766"
"1600000US4561405","Rock Hill city, South Carolina","74308","30","66942","2049","36483","3567","27349","3059","37","70","878","623","0","214","373","494","1822","807","121","201","1701","718","7366","2051"
"1600000US4009050","Broken Arrow city, Oklahoma","110123","1631","100351","2144","77499","2630","4114","1048","4788","1222","4924","1435","0","161","236","269","8790","1446","128","207","8662","1462","9772","1695"
"1600000US1938595","Iowa City city, Iowa","76291","20","72264","1409","55048","2475","6640","1773","134","151","6546","1510","250","453","1916","1956","1730","1060","0","163","1730","1060","4027","1410"
"1600000US5323515","Federal Way city, Washington","97037","38","76515","4297","39243","4325","15941","3928","1140","777","12295","2880","2459","1591","469","570","4968","1647","286","480","4682","1559","20522","4294"
"1600000US1822000","Evansville city, Indiana","117967","3330","113734","3376","90467","3468","17925","1218","156","245","1382","670","0","198","705","676","3099","1131","0","198","3099","1131","4233","607"
"1600000US4105350","Beaverton city, Oregon","98951","53","74758","4590","54226","4149","2447","1142","96","117","13877","2884","518","703","376","372","3218","1169","0","207","3218","1169","24193","4586"
"1600000US0952000","New Haven city, Connecticut","130407","46","94983","3900","40881","3960","43111","3944","249","374","6480","1442","0","207","89","147","4173","1781","208","303","3965","1749","35424","3902"
"1600000US1765000","Rockford city, Illinois","147676","1650","122631","3088","79826","3504","31757","1945","56","108","5516","1341","0","190","145","166","5331","1516","322","243","5009","1529","25045","2588"
"1600000US0668196","San Marcos city, California","96834","53","51611","4304","39032","4261","1213","911","0","211","8314","2594","0","211","170","278","2882","1358","0","211","2882","1358","45223","4304"
"1600000US2649000","Livonia city, Michigan","93970","26","91491","1122","80630","2413","4245","1586","473","592","3670","1550","0","172","40","67","2433","1126","275","329","2158","1072","2479","1119"
"1600000US1779293","Waukegan city, Illinois","82934","4392","36056","3789","15116","2336","13842","2479","758","891","4630","2030","0","190","546","453","1164","954","0","190","1164","954","46878","4081"
"1600000US4983470","West Valley City city, Utah","136420","73","82661","6250","61795","5796","3274","1896","986","848","7365","2223","5323","2360","409","627","3509","1530","265","327","3244","1482","53759","6253"
"1600000US4748000","Memphis city, Tennessee","650632","53","605793","4737","159191","5809","426092","6748","784","331","9788","2017","74","122","844","574","9020","2659","269","267","8751","2618","44839","4730"
"1600000US4872656","The Woodlands CDP, Texas","107305","9921","91207","8523","77462","8224","4542","3131","35","87","5744","2223","0","228","417","702","3007","1885","423","640","2584","1538","16098","5206"
"1600000US5303180","Auburn city, Washington","82782","2467","67989","4872","43497","4896","5943","2140","1142","528","10683","3298","1238","1071","117","201","5369","2234","56","93","5313","2237","14793","4211"
"1600000US0665084","San Clemente city, California","64850","35","51899","3887","45714","3535","792","780","91","162","2927","1537","0","211","0","211","2375","999","0","211","2375","999","12951","3888"
"1600000US0622020","Elk Grove city, California","172891","57","141532","5819","60055","5353","20266","4614","561","476","47272","5916","3676","1676","396","289","9306","2186","0","211","9306","2186","31359","5809"
"1600000US4853388","Odessa city, Texas","122440","1628","52083","2808","40833","2759","7510","1072","865","776","1940","287","0","228","112","194","823","668","0","228","823","668","70357","3056"
"1600000US4513330","Charleston city, South Carolina","141088","2482","135733","3167","103226","4555","27218","3743","0","214","3005","1310","0","214","357","441","1927","846","0","214","1927","846","5355","1994"
"1600000US3702140","Asheville city, North Carolina","92460","38","84781","2314","69170","3037","11816","2003","165","223","1234","890","365","72","0","210","2031","968","83","178","1948","910","7679","2310"
"1600000US1257425","Plantation city, Florida","94291","31","70192","3673","41340","4967","21520","5767","218","296","4097","2593","0","229","0","229","3017","2148","130","171","2887","2115","24099","3674"
"1600000US0639496","Lake Forest city, California","85619","40","70147","3950","43994","4384","3286","2312","79","139","16978","2877","344","362","273","449","5193","2127","1","2","5192","2127","15472","3961"
"1600000US0665000","San Bernardino city, California","215929","55","72170","6378","34529","4607","22504","4144","467","329","8904","2339","2057","1515","181","231","3528","1493","56","108","3472","1508","143759","6376"
"1600000US5363000","Seattle city, Washington","744949","48","690934","6184","469470","9214","49678","7476","3637","1222","115344","7258","1347","647","1895","827","49563","5224","1162","706","48401","5119","54015","6187"
"1600000US4810912","Bryan city, Texas","85447","24","52121","3204","32087","2904","16074","2096","0","228","2589","1482","0","228","441","457","930","752","0","228","930","752","33326","3205"
"1600000US1232000","Hollywood city, Florida","154813","42","92383","6850","54752","5031","29345","7154","0","229","4625","2668","0","229","634","611","3027","1603","0","229","3027","1603","62430","6850"
"1600000US1714351","Cicero town, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3684000","Yonkers city, New York","199646","75","120774","6267","72252","5501","34048","4596","937","549","9398","2544","0","201","1343","1050","2796","1413","64","78","2732","1404","78872","6275"
"1600000US0816000","Colorado Springs city, Colorado","472666","98","385582","5783","315200","6423","30890","3746","1525","851","16414","1856","1109","613","776","667","19668","3079","274","299","19394","3069","87084","5784"
"1600000US1275812","Wellington village, Florida","65190","43","49894","3659","41854","3823","4895","2690","0","229","2636","1489","0","229","0","229","509","342","0","229","509","342","15296","3657"
"1600000US1757225","Palatine village, Illinois","68017","42","52951","4064","41683","3607","1698","1399","0","190","8460","2411","0","190","71","117","1039","674","0","190","1039","674","15066","4062"
"1600000US2686000","Westland city, Michigan","81714","34","78470","2055","56534","3040","15817","2497","43","75","3625","1571","0","172","525","805","1926","917","0","172","1926","917","3244","2054"
"1600000US0650076","Murrieta city, California","114982","37","75789","6055","55423","5955","4251","2023","0","211","9977","3394","226","244","1470","1836","4442","1570","179","283","4263","1553","39193","6048"
"1600000US0649270","Moreno Valley city, California","209051","48","81928","7118","25246","3617","35977","4925","53","86","13887","3605","37","70","807","529","5921","2639","1254","1808","4667","1955","127123","7112"
"1600000US3977000","Toledo city, Ohio","274973","41","250348","1762","157967","3029","74630","3626","606","431","2802","937","390","413","1117","990","12836","2885","219","196","12617","2869","24625","1761"
"1600000US2432650","Glen Burnie CDP, Maryland","65987","5378","61274","5092","41876","4487","13195","2989","0","206","4036","1730","61","103","0","206","2106","964","0","206","2106","964","4713","2034"
"1600000US4841464","Laredo city, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1268350","Spring Hill CDP, Florida","117519","5823","94457","5616","81382","5491","7764","1607","273","276","1893","996","0","229","250","265","2895","1346","94","156","2801","1328","23062","1251"
"1600000US2964550","St. Joseph city, Missouri","75437","1895","69532","1917","60845","1808","4488","1056","87","141","756","392","0","190","102","175","3254","1267","0","190","3254","1267","5905","260"
"1600000US1245025","Miami Beach city, Florida","91715","28","41924","4069","36238","3984","2770","1051","75","127","1250","647","0","229","800","744","791","516","188","214","603","488","49791","4065"
"1600000US2717288","Eagan city, Minnesota","66539","48","63076","1562","50967","2788","6020","2514","0","147","4349","1042","0","147","0","147","1740","908","20","34","1720","902","3463","1562"
"1600000US3665508","Schenectady city, New York","65570","27","58791","1782","34482","1901","11905","2465","1373","1425","4642","1095","220","349","1283","931","4886","2117","1087","1034","3799","1824","6779","1780"
"1600000US5539225","Kenosha city, Wisconsin","100151","49","82757","1948","65507","2082","10385","1623","414","258","2513","618","83","140","40","71","3815","1664","0","151","3815","1664","17394","1948"
"1600000US1214400","Coral Springs city, Florida","133493","58","94690","5281","53748","5329","29887","6216","0","229","7113","2509","154","296","956","941","2832","1318","102","119","2730","1326","38803","5281"
"1600000US0515190","Conway city, Arkansas","66421","25","62671","884","46318","1474","12065","1513","360","335","1570","479","0","201","0","201","2358","1057","150","177","2208","1027","3750","883"
"1600000US0666000","San Diego city, California","1425999","111","996101","13248","602952","11802","91282","6805","3419","948","237395","9620","5240","1737","2365","962","53448","5677","584","407","52864","5760","429898","13252"
"1600000US1271000","Tampa city, Florida","392905","70","286949","6637","169106","7319","89087","5878","683","476","14759","2183","0","229","1418","1310","11896","3382","633","736","11263","3280","105956","6638"
"1600000US4224000","Erie city, Pennsylvania","96459","46","89508","1593","67361","1878","16168","1762","547","346","1928","920","63","111","569","604","2872","1277","0","177","2872","1277","6951","1590"
"1600000US0646898","Merced city, California","83311","33","37565","3369","21401","3018","3713","1253","52","84","10262","2440","0","211","277","414","1860","992","106","154","1754","960","45746","3367"
"1600000US4261000","Pittsburgh city, Pennsylvania","301038","45","290858","1728","195468","5363","68637","4941","575","408","16724","2188","157","267","921","488","8376","1780","278","206","8098","1775","10180","1728"
"1600000US2240735","Lafayette city, Louisiana","126149","36","119503","1777","75538","4937","38096","5102","342","404","2684","1053","0","217","35","59","2808","1692","71","116","2737","1688","6646","1775"
"1600000US0677000","Sunnyvale city, California","153175","46","131417","4858","44955","4633","2254","1043","90","154","77412","5457","20","34","79","94","6607","1664","572","475","6035","1641","21758","4859"
"1600000US2064500","Shawnee city, Kansas","65844","35","60480","2138","54224","2539","2566","1205","0","177","925","618","0","177","0","177","2765","1168","155","256","2610","1127","5364","2148"
"1600000US0686972","Yuba City city, California","66988","24","46698","2112","28648","2097","1463","527","395","321","11194","1871","1251","1214","267","337","3480","1372","284","275","3196","1360","20290","2114"
"1600000US4807000","Beaumont city, Texas","118425","36","97689","3396","36608","2999","54889","3762","42","96","4789","1682","0","228","372","528","989","986","0","228","989","986","20736","3396"
"1600000US4879000","Wichita Falls city, Texas","104568","36","82876","2019","62973","2039","13596","763","739","310","2890","435","0","228","187","314","2491","929","60","72","2431","936","21692","2022"
"1600000US3915000","Cincinnati city, Ohio","302615","45","291842","2441","150693","5956","122261","5985","11","23","6999","1453","55","90","791","589","11032","3285","189","213","10843","3298","10773","2444"
"1600000US4955980","Ogden city, Utah","87305","71","61098","2780","54782","3003","1451","565","841","603","1023","570","375","249","110","179","2516","915","0","193","2516","915","26207","2784"
"1600000US2735180","Lakeville city, Minnesota","65871","27","61250","2414","51380","3494","2686","2002","262","365","4651","1617","0","147","0","147","2271","985","0","147","2271","985","4621","2411"
"1600000US7206593","Bayamón zona urbana, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1702154","Arlington Heights village, Illinois","77259","3030","71672","2908","59970","2972","591","445","38","69","10323","2226","0","190","197","321","553","391","65","106","488","368","5587","2227"
"1600000US1216525","Daytona Beach city, Florida","68862","31","62263","2718","35675","3358","20962","2610","0","229","2046","1289","120","201","1837","2587","1623","1208","0","229","1623","1208","6599","2720"
"1600000US0804000","Aurora city, Colorado","373487","678","264333","6242","159639","6316","61062","4549","1945","964","23166","3410","1358","528","1408","1645","15755","2984","439","361","15316","2875","109154","6078"
"1600000US4715160","Clarksville city, Tennessee","156800","33","140097","1721","87004","2569","39820","2200","1319","444","4825","1343","483","424","1811","1515","4835","1714","0","211","4835","1714","16703","1716"
"1600000US0670000","Santa Monica city, California","91417","33","78060","3687","59545","3994","3739","1874","118","208","9227","2069","120","193","92","109","5219","1643","144","232","5075","1640","13357","3683"
"1600000US2717000","Duluth city, Minnesota","85884","23","83532","631","75279","1248","1511","588","1728","622","1231","369","36","61","34","57","3713","803","0","147","3713","803","2352","630"
"1600000US0427820","Glendale city, Arizona","250705","51","153045","8181","116240","7130","16002","4502","3174","1606","10454","2524","327","437","0","211","6848","2104","177","171","6671","2129","97660","8180"
"1600000US2707966","Brooklyn Park city, Minnesota","80614","30","75021","2155","31388","3676","26518","4063","0","147","13535","3197","50","85","74","119","3456","1340","0","147","3456","1340","5593","2155"
"1600000US3457000","Paterson city, New Jersey","145626","34","57811","4096","13488","3063","35996","3266","0","210","6561","1743","0","210","512","569","1254","886","29","58","1225","886","87815","4093"
"1600000US4967440","Sandy city, Utah","96901","31","87811","3321","79938","3698","329","272","0","193","3372","1259","1740","1717","0","193","2432","1047","0","193","2432","1047","9090","3322"
"1600000US0465000","Scottsdale city, Arizona","255315","41","226882","5167","201373","6371","6093","2167","1351","871","13010","3189","283","271","343","434","4429","1617","0","211","4429","1617","28433","5167"
"1600000US0673262","South San Francisco city, California","67736","29","46683","3630","14194","2626","1065","625","100","162","28983","3356","370","403","0","211","1971","897","0","211","1971","897","21053","3627"
"1600000US0485540","Yuma city, Arizona","97917","34","39364","2470","31399","2374","2618","938","609","340","2962","403","0","211","0","211","1776","970","23","39","1753","956","58553","2471"
"1600000US3050200","Missoula city, Montana","74427","20","71301","702","64591","1615","542","233","661","404","980","689","515","529","220","346","3792","1283","339","447","3453","1143","3126","702"
"1600000US4819000","Dallas city, Texas","1345076","128","797335","13531","393612","9632","333542","12736","2878","1164","45368","5830","412","316","1903","1158","19620","3436","908","579","18712","3339","547741","13535"
"1600000US1208150","Brandon CDP, Florida","119778","8817","91945","7502","61451","5659","17774","4474","261","388","8285","3096","0","229","1677","1364","2497","856","0","229","2497","856","27833","5227"
"1600000US1367284","Roswell city, Georgia","94648","31","80716","4240","63540","4775","12387","3726","48","85","3190","1739","0","226","1225","919","326","313","0","226","326","313","13932","4241"
"1600000US2646000","Lansing city, Michigan","117388","1480","101103","1843","63577","2934","25823","2587","351","201","3798","1388","0","172","390","462","7164","1852","0","172","7164","1852","16285","1594"
"1600000US4865000","San Antonio city, Texas","1532212","75","551467","8688","379916","7679","94671","6126","2486","997","49781","3420","546","608","1033","504","23034","3397","491","402","22543","3380","980745","8690"
"1600000US1768003","Schaumburg village, Illinois","73970","2381","65881","3491","41458","3676","3848","2745","1172","1483","17978","3285","0","190","227","337","1198","613","0","190","1198","613","8089","2763"
"1600000US4548535","Mount Pleasant town, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US4819972","Denton city, Texas","138553","49","108939","4897","83294","5090","14865","3654","869","487","6751","2428","0","228","192","239","2968","1133","49","97","2919","1124","29614","4902"
"1600000US2545560","Newton city, Massachusetts","88911","35","86530","906","66508","2514","3741","1953","45","90","12890","2108","0","211","237","261","3109","948","376","450","2733","875","2381","905"
